p_theta	p_rho	p_npop	p_ej_time_pop_2_1	p_init_size_pop_0	s_segs_1	s_segs_2	s_segs	s_pi_1	s_pi_2	s_theta_pi	s_theta_w_1	s_theta_w_2	s_theta_w	s_tajimasD_1	s_tajimasD_2	s_tajimasD	s_ZnS_1	s_ZnS_2	s_ZnS	s_fst	s_perc_shared_1_2	s_perc_private_1_2	s_perc_fixed_dif_1_2	s_pairwise_fst_1_2	s_FayWuH_1	s_FayWuH_2	s_FayWuH	s_dvk_1	s_dvh_1	s_dvk_2	s_dvh_2	s_dvk	s_dvh	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	3.000000e+01	1.500000e+01	66	1.366667e+01	6.000000e+00	2.419697e+01	1.313869e+01	6.569343e+00	2.185519e+01	2.545633e-01	-5.341984e-01	4.954399e-01	2.890338e-01	3.034286e-01	2.601009e-01	5.724638e-01	0.000000e+00	6.818182e-01	3.181818e-01	5.724638e-01	-3.374395e+00	-7.314290e+00	7.304064e-01	6.000000e+00	8.333333e-01	6.000000e+00	8.333333e-01	1.200000e+01	9.166667e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	2.400000e+01	1.200000e+01	50	1.120000e+01	4.800000e+00	1.872727e+01	1.051095e+01	5.255474e+00	1.655696e+01	4.123899e-01	-5.272274e-01	6.015886e-01	4.147826e-01	3.200000e-01	2.700472e-01	5.514019e-01	0.000000e+00	7.200000e-01	2.800000e-01	5.514019e-01	-1.209563e+00	-1.324880e+01	2.707301e-01	5.000000e+00	7.777778e-01	6.000000e+00	8.333333e-01	1.100000e+01	9.027778e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	1.000000e+01	1.200000e+01	51	5.000000e+00	6.066667e+00	2.324242e+01	4.379562e+00	5.255474e+00	1.688810e+01	8.508540e-01	9.389830e-01	1.727856e+00	3.943333e-01	2.884848e-01	4.859926e-01	7.457887e-01	0.000000e+00	4.313725e-01	5.686275e-01	7.457887e-01	-1.378979e+01	-1.196073e+01	5.251085e-01	5.000000e+00	7.777778e-01	6.000000e+00	8.333333e-01	1.100000e+01	9.027778e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	1.600000e+01	1.100000e+01	46	6.933333e+00	4.866667e+00	1.713636e+01	7.007299e+00	4.817518e+00	1.523241e+01	-6.528019e-02	6.170038e-02	5.721323e-01	2.851852e-01	2.794545e-01	2.902664e-01	6.358025e-01	0.000000e+00	5.869565e-01	4.130435e-01	6.358025e-01	-5.549830e+00	-7.218333e+00	6.170351e-01	5.000000e+00	7.777778e-01	5.000000e+00	7.777778e-01	1.000000e+01	8.888889e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	2.400000e+01	5.000000e+00	51	1.173333e+01	2.200000e+00	2.125758e+01	1.051095e+01	2.189781e+00	1.688810e+01	7.315843e-01	2.611777e-02	1.188139e+00	4.106159e-01	3.280000e-01	3.728134e-01	6.528239e-01	0.000000e+00	5.686275e-01	4.313725e-01	6.528239e-01	-2.671118e+00	-2.570464e+01	6.611306e-01	6.000000e+00	8.333333e-01	4.000000e+00	7.222222e-01	1.000000e+01	8.888889e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	1.600000e+01	1.500000e+01	51	7.000000e+00	5.866667e+00	1.901515e+01	7.007299e+00	6.569343e+00	1.688810e+01	-6.442124e-03	-6.593012e-01	5.783832e-01	2.698333e-01	2.341429e-01	2.874254e-01	6.419295e-01	0.000000e+00	6.078431e-01	3.921569e-01	6.419295e-01	-1.513590e+00	-1.173334e+01	5.345984e-01	6.000000e+00	8.333333e-01	6.000000e+00	8.333333e-01	1.200000e+01	9.166667e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	1.900000e+01	1.100000e+01	43	8.533333e+00	4.266667e+00	1.472727e+01	8.321168e+00	4.817518e+00	1.423899e+01	1.589512e-01	-6.915330e-01	1.566038e-01	2.803947e-01	6.236364e-01	2.465215e-01	5.439430e-01	0.000000e+00	6.976744e-01	3.023256e-01	5.439430e-01	-1.427091e+00	-8.701552e+00	5.347433e-01	5.000000e+00	7.777778e-01	4.000000e+00	7.222222e-01	9.000000e+00	8.750000e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	2.400000e+01	5.000000e+00	63	1.153333e+01	1.933333e+00	2.669697e+01	1.051095e+01	2.189781e+00	2.086177e+01	6.118864e-01	-6.554317e-01	1.291870e+00	3.579529e-01	2.960000e-01	4.278705e-01	7.310253e-01	0.000000e+00	4.603175e-01	5.396825e-01	7.310253e-01	-5.241438e+00	-3.372595e+01	5.228593e-01	5.000000e+00	7.777778e-01	4.000000e+00	6.666667e-01	9.000000e+00	8.611111e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	3.100000e+01	1.000000e+00	49	1.533333e+01	3.333333e-01	1.983333e+01	1.357664e+01	4.379562e-01	1.622582e+01	8.204027e-01	-9.330205e-01	1.019738e+00	3.118668e-01	nan	3.294878e-01	5.840708e-01	0.000000e+00	6.530612e-01	3.469388e-01	5.840708e-01	-2.835124e+00	-4.546906e+01	6.537050e-01	6.000000e+00	8.333333e-01	2.000000e+00	2.777778e-01	8.000000e+00	7.777778e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	1.400000e+01	1.300000e+01	52	6.800000e+00	5.466667e+00	2.224242e+01	6.131387e+00	5.693431e+00	1.721924e+01	6.696092e-01	-2.435131e-01	1.340401e+00	3.863187e-01	2.942771e-01	4.053949e-01	7.065391e-01	0.000000e+00	5.192308e-01	4.807692e-01	7.065391e-01	-8.970066e+00	-1.015267e+01	5.714679e-01	5.000000e+00	7.777778e-01	6.000000e+00	8.333333e-01	1.100000e+01	9.027778e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	1.000000e+01	1.400000e+01	45	5.000000e+00	5.466667e+00	1.883333e+01	4.379562e+00	6.131387e+00	1.490127e+01	8.508540e-01	-6.657105e-01	1.206943e+00	4.306667e-01	2.927747e-01	3.984034e-01	7.043315e-01	0.000000e+00	5.333333e-01	4.666667e-01	7.043315e-01	-9.300090e+00	-9.050877e+00	4.733090e-01	4.000000e+00	7.222222e-01	6.000000e+00	8.333333e-01	1.000000e+01	8.888889e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	2.100000e+01	5.000000e+00	53	1.006667e+01	2.133333e+00	2.268182e+01	9.197080e+00	2.189781e+00	1.755038e+01	5.918636e-01	-1.442696e-01	1.344199e+00	2.324286e-01	3.380000e-01	4.102939e-01	7.136150e-01	0.000000e+00	4.905660e-01	5.094340e-01	7.136150e-01	-3.975419e+00	-3.044451e+01	5.582159e-01	6.000000e+00	8.333333e-01	4.000000e+00	6.666667e-01	1.000000e+01	8.750000e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	1.500000e+01	4.000000e+00	33	7.933333e+00	2.133333e+00	1.437879e+01	6.569343e+00	1.751825e+00	1.092760e+01	1.279793e+00	1.180586e+00	1.427159e+00	5.435344e-01	1.000000e+00	3.942218e-01	6.299020e-01	0.000000e+00	5.757576e-01	4.242424e-01	6.299020e-01	-3.809526e+00	-1.581824e+01	7.167206e-01	5.000000e+00	7.777778e-01	2.000000e+00	4.444444e-01	7.000000e+00	8.055556e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	1.900000e+01	2.000000e+00	31	9.600000e+00	1.200000e+00	1.300000e+01	8.321168e+00	8.759124e-01	1.026532e+01	9.580818e-01	1.753241e+00	1.200351e+00	3.606628e-01	1.000000e+00	3.353636e-01	5.633423e-01	0.000000e+00	6.774194e-01	3.225806e-01	5.633423e-01	-3.722847e-01	-3.041525e+01	7.539663e-01	5.000000e+00	7.777778e-01	2.000000e+00	5.000000e-01	7.000000e+00	8.194444e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	3.500000e+01	8.000000e+00	57	1.533333e+01	3.733333e+00	2.142424e+01	1.532847e+01	3.503650e+00	1.887494e+01	2.019160e-03	3.864712e-01	6.222009e-01	3.263501e-01	2.565179e-01	2.707680e-01	5.334421e-01	0.000000e+00	7.543860e-01	2.456140e-01	5.334421e-01	-1.035315e+00	-1.558697e+01	6.776067e-01	5.000000e+00	7.777778e-01	6.000000e+00	8.333333e-01	1.100000e+01	9.027778e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	2.200000e+01	2.200000e+01	55	8.933333e+00	8.400000e+00	1.927273e+01	9.635036e+00	9.635036e+00	1.821266e+01	-4.567037e-01	-8.038239e-01	2.678727e-01	5.087013e-01	2.529329e-01	2.380204e-01	5.287009e-01	1.818182e-02	7.636364e-01	2.181818e-01	5.287009e-01	-5.176213e+00	-2.942268e+00	4.594536e-01	5.000000e+00	7.777778e-01	6.000000e+00	8.333333e-01	1.100000e+01	9.027778e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	3.000000e+01	1.300000e+01	65	1.313333e+01	5.800000e+00	2.557576e+01	1.313869e+01	5.693431e+00	2.152405e+01	-2.580826e-03	1.144407e-01	8.700751e-01	2.833563e-01	3.822115e-01	3.136941e-01	6.093535e-01	0.000000e+00	6.615385e-01	3.384615e-01	6.093535e-01	-4.279721e+00	-9.550391e+00	6.532076e-01	6.000000e+00	8.333333e-01	5.000000e+00	7.777778e-01	1.100000e+01	9.027778e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	1.800000e+01	2.000000e+01	56	8.400000e+00	8.866667e+00	2.128788e+01	7.883212e+00	8.759124e+00	1.854380e+01	4.077068e-01	7.670588e-02	6.813704e-01	4.076471e-01	2.940526e-01	2.730358e-01	5.733114e-01	0.000000e+00	6.785714e-01	3.214286e-01	5.733114e-01	-5.465186e+00	-4.684886e+00	6.803999e-01	4.000000e+00	7.222222e-01	6.000000e+00	8.333333e-01	1.000000e+01	8.888889e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	3.100000e+01	1.100000e+01	69	1.426667e+01	5.333333e+00	2.627273e+01	1.357664e+01	4.817518e+00	2.284861e+01	3.222523e-01	6.475485e-01	6.936381e-01	2.482049e-01	4.476364e-01	2.918776e-01	6.064257e-01	0.000000e+00	6.086957e-01	3.913043e-01	6.064257e-01	-3.034781e+00	-1.354673e+01	6.976236e-01	6.000000e+00	8.333333e-01	5.000000e+00	7.777778e-01	1.100000e+01	9.027778e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	2.600000e+01	1.900000e+01	67	1.260000e+01	7.133333e+00	2.448485e+01	1.138686e+01	8.321168e+00	2.218633e+01	6.719946e-01	-8.899077e-01	4.791975e-01	3.340846e-01	2.365351e-01	2.600903e-01	5.759312e-01	0.000000e+00	6.716418e-01	3.283582e-01	5.759312e-01	-2.953699e+00	-8.128215e+00	6.052714e-01	5.000000e+00	7.777778e-01	6.000000e+00	8.333333e-01	1.100000e+01	9.027778e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	2.300000e+01	1.300000e+01	46	1.086667e+01	5.333333e+00	1.722727e+01	1.007299e+01	5.693431e+00	1.523241e+01	4.949128e-01	-3.866946e-01	5.994501e-01	4.411462e-01	6.000000e-01	2.643235e-01	5.080972e-01	0.000000e+00	7.826087e-01	2.173913e-01	5.080972e-01	-2.879924e+00	-4.043859e+00	8.471160e-01	6.000000e+00	8.333333e-01	3.000000e+00	6.111111e-01	9.000000e+00	8.611111e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	2.000000e+01	8.000000e+00	46	8.600000e+00	3.400000e+00	1.709091e+01	8.759124e+00	3.503650e+00	1.523241e+01	-1.134969e-01	-1.744033e-01	5.584734e-01	2.563158e-01	2.885714e-01	2.851605e-01	6.288660e-01	0.000000e+00	6.086957e-01	3.913043e-01	6.288660e-01	-2.668606e+00	-1.418159e+01	5.019946e-01	6.000000e+00	8.333333e-01	5.000000e+00	7.777778e-01	1.100000e+01	9.027778e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	2.400000e+01	4.000000e+00	61	1.040000e+01	1.866667e+00	2.551515e+01	1.051095e+01	1.751825e+00	2.019950e+01	-6.640176e-02	3.553806e-01	1.214455e+00	2.422826e-01	4.666667e-01	4.201408e-01	7.433752e-01	0.000000e+00	4.590164e-01	5.409836e-01	7.433752e-01	-5.745423e+00	-3.804928e+01	3.950482e-01	6.000000e+00	8.333333e-01	3.000000e+00	6.111111e-01	9.000000e+00	8.611111e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	2.300000e+01	8.000000e+00	40	9.400000e+00	4.066667e+00	1.378788e+01	1.007299e+01	3.503650e+00	1.324557e+01	-4.196594e-01	9.473457e-01	1.864839e-01	2.333542e-01	7.750000e-01	2.144537e-01	4.898990e-01	0.000000e+00	7.750000e-01	2.250000e-01	4.898990e-01	-1.570867e+00	-5.877054e+00	8.024949e-01	6.000000e+00	8.333333e-01	3.000000e+00	6.111111e-01	9.000000e+00	8.611111e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	1.500000e+01	5.000000e+00	28	6.200000e+00	2.333333e+00	9.757576e+00	6.569343e+00	2.189781e+00	9.271900e+00	-3.465441e-01	3.668925e-01	2.348294e-01	2.154735e-01	2.840000e-01	2.220663e-01	5.412186e-01	0.000000e+00	7.142857e-01	2.857143e-01	5.412186e-01	-1.828572e+00	-7.474399e+00	7.058752e-01	6.000000e+00	8.333333e-01	4.000000e+00	7.222222e-01	1.000000e+01	8.888889e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	1.900000e+01	2.000000e+00	35	7.133333e+00	8.666667e-01	1.309091e+01	8.321168e+00	8.759124e-01	1.158987e+01	-8.899077e-01	-5.001738e-02	5.867546e-01	2.706140e-01	1.000000e-01	3.238348e-01	6.756757e-01	0.000000e+00	6.000000e-01	4.000000e-01	6.756757e-01	-2.357803e+00	-2.973936e+01	5.395425e-01	6.000000e+00	8.333333e-01	3.000000e+00	6.111111e-01	9.000000e+00	8.611111e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	8.000000e+00	1.000000e+01	37	3.266667e+00	4.200000e+00	1.496970e+01	3.503650e+00	4.379562e+00	1.225215e+01	-3.987531e-01	-2.462472e-01	1.007186e+00	2.516071e-01	2.742222e-01	3.812636e-01	7.339667e-01	0.000000e+00	4.864865e-01	5.135135e-01	7.339667e-01	-1.277620e+01	-6.734548e+00	4.783563e-01	5.000000e+00	7.777778e-01	6.000000e+00	8.333333e-01	1.100000e+01	9.027778e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	1.900000e+01	1.200000e+01	42	9.133333e+00	5.800000e+00	1.612121e+01	8.321168e+00	5.255474e+00	1.390785e+01	6.084621e-01	6.303072e-01	7.261699e-01	2.998246e-01	3.390909e-01	2.537002e-01	5.151515e-01	0.000000e+00	7.380952e-01	2.619048e-01	5.151515e-01	-1.427091e+00	-8.556520e+00	5.770011e-01	5.000000e+00	7.777778e-01	5.000000e+00	7.777778e-01	1.000000e+01	8.888889e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	2.700000e+01	1.700000e+01	58	1.286667e+01	6.066667e+00	2.048485e+01	1.182482e+01	7.445255e+00	1.920608e+01	5.564008e-01	-1.148531e+00	3.068675e-01	3.593827e-01	4.566912e-01	2.376634e-01	5.161840e-01	0.000000e+00	7.586207e-01	2.413793e-01	5.161840e-01	-2.763632e+00	-4.376790e+00	7.953245e-01	5.000000e+00	7.777778e-01	5.000000e+00	7.777778e-01	1.000000e+01	8.888889e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	1.400000e+01	1.000000e+01	50	5.666667e+00	5.000000e+00	2.115152e+01	6.131387e+00	4.379562e+00	1.655696e+01	-4.654125e-01	8.508540e-01	1.273565e+00	2.070604e-01	3.826667e-01	4.101421e-01	7.310924e-01	0.000000e+00	4.800000e-01	5.200000e-01	7.310924e-01	-7.353838e+00	-1.475187e+01	5.156764e-01	6.000000e+00	8.333333e-01	5.000000e+00	7.777778e-01	1.100000e+01	9.027778e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	2.500000e+01	1.100000e+01	71	1.046667e+01	5.933333e+00	3.063636e+01	1.094891e+01	4.817518e+00	2.351089e+01	-2.774550e-01	1.400782e+00	1.403669e+00	2.586250e-01	5.975000e-01	4.220260e-01	7.149479e-01	0.000000e+00	5.070423e-01	4.929577e-01	7.149479e-01	-6.023602e+00	-2.125947e+01	4.017296e-01	6.000000e+00	8.333333e-01	4.000000e+00	6.666667e-01	1.000000e+01	8.750000e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	1.500000e+01	1.200000e+01	42	6.466667e+00	6.000000e+00	1.637879e+01	6.569343e+00	5.255474e+00	1.390785e+01	-9.633834e-02	8.618141e-01	8.106765e-01	3.539048e-01	2.352609e-01	2.905606e-01	5.987124e-01	0.000000e+00	6.428571e-01	3.571429e-01	5.987124e-01	-6.019051e+00	-4.692285e+00	7.098632e-01	4.000000e+00	6.666667e-01	6.000000e+00	8.333333e-01	1.000000e+01	8.750000e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	2.300000e+01	1.300000e+01	58	9.466667e+00	4.933333e+00	2.127273e+01	1.007299e+01	5.693431e+00	1.920608e+01	-3.780879e-01	-8.162392e-01	4.959353e-01	2.471245e-01	3.330769e-01	2.896321e-01	6.417910e-01	0.000000e+00	6.206897e-01	3.793103e-01	6.417910e-01	-3.508271e+00	-1.049683e+01	6.048947e-01	6.000000e+00	8.333333e-01	5.000000e+00	7.777778e-01	1.100000e+01	9.027778e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	2.000000e+01	1.700000e+01	60	9.000000e+00	6.866667e+00	2.360606e+01	8.759124e+00	7.445255e+00	1.986836e+01	1.718073e-01	-4.820345e-01	8.678104e-01	3.460000e-01	2.528125e-01	3.175424e-01	6.442451e-01	0.000000e+00	6.166667e-01	3.833333e-01	6.442451e-01	-5.337212e+00	-8.274868e+00	6.453576e-01	4.000000e+00	6.666667e-01	6.000000e+00	8.333333e-01	1.000000e+01	8.750000e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	1.000000e+01	1.100000e+01	40	4.400000e+00	4.133333e+00	1.593939e+01	4.379562e+00	4.817518e+00	1.324557e+01	2.802813e-02	-8.589182e-01	9.263275e-01	2.720000e-01	2.727273e-01	3.657258e-01	7.149220e-01	0.000000e+00	5.250000e-01	4.750000e-01	7.149220e-01	-4.810391e+00	-1.206352e+01	5.085116e-01	4.000000e+00	7.222222e-01	6.000000e+00	8.333333e-01	1.000000e+01	8.888889e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	3.000000e+01	1.800000e+01	60	1.280000e+01	7.733333e+00	1.957576e+01	1.313869e+01	7.883212e+00	1.986836e+01	-1.632959e-01	-1.182427e-01	-6.793488e-02	2.365051e-01	2.477288e-01	1.815243e-01	4.539007e-01	0.000000e+00	8.000000e-01	2.000000e-01	4.539007e-01	-9.876279e-01	-4.424198e+00	8.351687e-01	6.000000e+00	8.333333e-01	6.000000e+00	8.333333e-01	1.200000e+01	9.166667e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	3.000000e+01	1.300000e+01	59	1.146667e+01	6.000000e+00	2.051515e+01	1.313869e+01	5.693431e+00	1.953722e+01	-8.061562e-01	3.292130e-01	2.308020e-01	3.718851e-01	2.637607e-01	2.432885e-01	5.529010e-01	0.000000e+00	7.288136e-01	2.711864e-01	5.529010e-01	-2.263314e+00	-9.292272e+00	4.904426e-01	6.000000e+00	8.333333e-01	6.000000e+00	8.333333e-01	1.200000e+01	9.166667e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	3.400000e+01	1.200000e+01	58	1.406667e+01	5.466667e+00	2.289394e+01	1.489051e+01	5.255474e+00	1.920608e+01	-3.516468e-01	2.444623e-01	8.849788e-01	4.049599e-01	3.975758e-01	3.130203e-01	5.519878e-01	0.000000e+00	7.931034e-01	2.068966e-01	5.519878e-01	-3.557145e+00	-8.648525e+00	4.508706e-01	5.000000e+00	7.777778e-01	4.000000e+00	7.222222e-01	9.000000e+00	8.750000e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	1.000000e+01	6.000000e+00	30	4.200000e+00	2.866667e+00	1.233333e+01	4.379562e+00	2.627737e+00	9.934178e+00	-2.462472e-01	5.204311e-01	1.086460e+00	2.960000e-01	2.900000e-01	3.739936e-01	6.954023e-01	0.000000e+00	5.333333e-01	4.666667e-01	6.954023e-01	-1.250702e+01	-1.115373e+00	5.489989e-01	4.000000e+00	7.222222e-01	4.000000e+00	7.222222e-01	8.000000e+00	8.611111e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	1.600000e+01	2.100000e+01	53	6.866667e+00	8.000000e+00	2.037879e+01	7.007299e+00	9.197080e+00	1.755038e+01	-1.241183e-01	-8.147647e-01	7.409117e-01	4.368333e-01	3.624643e-01	2.990122e-01	6.148532e-01	0.000000e+00	6.981132e-01	3.018868e-01	6.148532e-01	-5.693982e+00	-6.133503e+00	4.606044e-01	5.000000e+00	7.777778e-01	6.000000e+00	8.333333e-01	1.100000e+01	9.027778e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	3.500000e+01	1.300000e+01	68	1.393333e+01	5.600000e+00	2.362121e+01	1.532847e+01	5.693431e+00	2.251747e+01	-5.788930e-01	-1.003316e-01	2.268026e-01	2.808165e-01	4.376923e-01	2.540069e-01	5.652819e-01	0.000000e+00	7.058824e-01	2.941176e-01	5.652819e-01	-2.320533e+00	-9.808510e+00	6.184095e-01	5.000000e+00	7.777778e-01	4.000000e+00	6.666667e-01	9.000000e+00	8.611111e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	2.900000e+01	1.000000e+01	66	1.386667e+01	4.666667e+00	2.766667e+01	1.270073e+01	4.379562e+00	2.185519e+01	5.809724e-01	3.937285e-01	1.229509e+00	3.692009e-01	4.115556e-01	3.698734e-01	6.454082e-01	0.000000e+00	5.909091e-01	4.090909e-01	6.454082e-01	-6.154991e+00	-1.421738e+01	3.912007e-01	5.000000e+00	7.777778e-01	4.000000e+00	6.666667e-01	9.000000e+00	8.611111e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	1.900000e+01	1.400000e+01	43	9.466667e+00	7.333333e+00	1.654545e+01	8.321168e+00	6.131387e+00	1.423899e+01	8.581904e-01	1.203737e+00	7.397364e-01	3.415562e-01	4.263553e-01	2.440087e-01	4.705882e-01	0.000000e+00	7.674419e-01	2.325581e-01	4.705882e-01	-4.343321e-01	-6.222478e+00	9.358008e-01	5.000000e+00	7.777778e-01	5.000000e+00	7.777778e-01	1.000000e+01	8.888889e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	4.300000e+01	1.400000e+01	69	2.100000e+01	7.133333e+00	2.700000e+01	1.883212e+01	6.131387e+00	2.284861e+01	7.355120e-01	1.003439e+00	8.409648e-01	3.884998e-01	3.796703e-01	2.652673e-01	4.573511e-01	4.347826e-02	7.391304e-01	2.173913e-01	4.573511e-01	-2.121330e+00	-1.252577e+01	7.118608e-02	5.000000e+00	7.777778e-01	5.000000e+00	7.777778e-01	1.000000e+01	8.888889e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	3.600000e+01	1.500000e+01	61	1.400000e+01	6.733333e+00	1.880303e+01	1.576642e+01	6.569343e+00	2.019950e+01	-7.130764e-01	1.538674e-01	-3.190471e-01	5.367619e-01	3.504868e-01	2.454159e-01	4.272560e-01	0.000000e+00	8.360656e-01	1.639344e-01	4.272560e-01	-9.390515e-01	-6.323813e+00	4.777948e-01	6.000000e+00	8.333333e-01	5.000000e+00	7.777778e-01	1.100000e+01	9.027778e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	1.200000e+01	2.200000e+01	53	5.400000e+00	9.600000e+00	2.113636e+01	5.255474e+00	9.635036e+00	1.755038e+01	1.672933e-01	-2.280352e-02	9.393616e-01	3.572727e-01	4.628571e-01	3.271390e-01	6.250000e-01	0.000000e+00	6.415094e-01	3.584906e-01	6.250000e-01	-9.936604e+00	-3.923024e+00	6.863310e-01	5.000000e+00	7.777778e-01	4.000000e+00	6.666667e-01	9.000000e+00	8.611111e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	2.500000e+01	1.000000e+01	53	1.200000e+01	3.333333e+00	1.984848e+01	1.094891e+01	4.379562e+00	1.755038e+01	6.047455e-01	-1.434773e+00	6.019968e-01	3.107093e-01	5.093333e-01	2.850080e-01	5.929204e-01	0.000000e+00	6.603774e-01	3.396226e-01	5.929204e-01	-1.748788e+00	-1.368289e+01	5.917699e-01	6.000000e+00	8.333333e-01	4.000000e+00	6.666667e-01	1.000000e+01	8.750000e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	2.400000e+01	6.000000e+00	49	1.186667e+01	2.200000e+00	1.946970e+01	1.051095e+01	2.627737e+00	1.622582e+01	8.113829e-01	-9.316883e-01	9.169488e-01	3.075272e-01	1.440000e-01	3.187587e-01	6.184448e-01	0.000000e+00	6.122449e-01	3.877551e-01	6.184448e-01	-2.469524e+00	-1.816464e+01	6.931244e-01	6.000000e+00	8.333333e-01	6.000000e+00	8.333333e-01	1.200000e+01	9.166667e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	1.900000e+01	7.000000e+00	43	8.066667e+00	2.333333e+00	1.800000e+01	8.321168e+00	3.065693e+00	1.423899e+01	-1.906685e-01	-1.390308e+00	1.206242e+00	3.073359e-01	7.257143e-01	3.852211e-01	6.929134e-01	0.000000e+00	6.046512e-01	3.953488e-01	6.929134e-01	-5.460175e+00	-1.516574e+01	3.564955e-01	6.000000e+00	8.333333e-01	3.000000e+00	5.000000e-01	9.000000e+00	8.333333e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	2.200000e+01	8.000000e+00	49	9.133333e+00	3.266667e+00	1.809091e+01	9.635036e+00	3.503650e+00	1.622582e+01	-3.265337e-01	-3.987531e-01	5.272054e-01	2.270226e-01	2.307143e-01	2.815527e-01	6.374269e-01	0.000000e+00	6.122449e-01	3.877551e-01	6.374269e-01	-4.195457e+00	-1.047649e+01	6.110007e-01	6.000000e+00	8.333333e-01	6.000000e+00	8.333333e-01	1.200000e+01	9.166667e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	2.200000e+01	2.100000e+01	52	1.100000e+01	9.400000e+00	1.845455e+01	9.635036e+00	9.197080e+00	1.721924e+01	8.883869e-01	1.381125e-01	3.296319e-01	5.129870e-01	3.498571e-01	2.203602e-01	4.258912e-01	0.000000e+00	8.269231e-01	1.730769e-01	4.258912e-01	-2.451890e+00	-3.066751e+00	6.522188e-01	3.000000e+00	6.111111e-01	5.000000e+00	7.777778e-01	8.000000e+00	8.472222e-01	
