p_theta	p_rho	p_npop	p_ej_time_pop_2_1	p_init_size_pop_0	s_segs_1	s_segs_2	s_segs	s_pi_1	s_pi_2	s_theta_pi	s_theta_w_1	s_theta_w_2	s_theta_w	s_tajimasD_1	s_tajimasD_2	s_tajimasD	s_ZnS_1	s_ZnS_2	s_ZnS	s_fst	s_perc_shared_1_2	s_perc_private_1_2	s_perc_fixed_dif_1_2	s_pairwise_fst_1_2	s_FayWuH_1	s_FayWuH_2	s_FayWuH	s_dvk_1	s_dvh_1	s_dvk_2	s_dvh_2	s_dvk	s_dvh	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	4.000000e+01	4.000000e+00	66	1.833333e+01	1.733333e+00	2.574242e+01	1.751825e+01	1.751825e+00	2.185519e+01	2.968359e-01	-5.722229e-02	8.224051e-01	2.907699e-01	3.400000e-01	3.074766e-01	5.893588e-01	0.000000e+00	6.666667e-01	3.333333e-01	5.893588e-01	-1.860153e+00	-3.441536e+01	5.372820e-01	6.000000e+00	8.333333e-01	4.000000e+00	6.666667e-01	1.000000e+01	8.750000e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	2.100000e+01	1.400000e+01	46	8.600000e+00	6.866667e+00	1.715152e+01	9.197080e+00	6.131387e+00	1.523241e+01	-4.063887e-01	7.363752e-01	5.766853e-01	3.206772e-01	4.442002e-01	2.607563e-01	5.274949e-01	0.000000e+00	7.608696e-01	2.391304e-01	5.274949e-01	-3.577877e+00	-4.687061e+00	6.414376e-01	5.000000e+00	7.777778e-01	5.000000e+00	7.777778e-01	1.000000e+01	8.888889e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	3.300000e+01	1.600000e+01	64	1.580000e+01	7.400000e+00	2.363636e+01	1.445255e+01	7.007299e+00	2.119291e+01	5.921193e-01	3.465863e-01	5.327139e-01	3.304714e-01	4.455000e-01	2.463640e-01	4.874816e-01	0.000000e+00	7.656250e-01	2.343750e-01	4.874816e-01	-1.470190e+00	-8.865314e+00	5.507583e-01	5.000000e+00	7.777778e-01	4.000000e+00	7.222222e-01	9.000000e+00	8.750000e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	3.800000e+01	1.500000e+01	63	1.826667e+01	6.933333e+00	2.154545e+01	1.664234e+01	6.569343e+00	2.086177e+01	6.219794e-01	3.415217e-01	1.513618e-01	2.489446e-01	3.259048e-01	1.866340e-01	3.942308e-01	0.000000e+00	8.412698e-01	1.587302e-01	3.942308e-01	3.638129e-01	-7.466671e+00	8.231152e-01	6.000000e+00	8.333333e-01	6.000000e+00	8.333333e-01	1.200000e+01	9.166667e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	1.300000e+01	1.400000e+01	48	5.600000e+00	6.266667e+00	1.924242e+01	5.693431e+00	6.131387e+00	1.589469e+01	-1.003316e-01	1.354813e-01	9.653976e-01	2.892308e-01	3.854945e-01	3.486775e-01	6.727941e-01	0.000000e+00	5.625000e-01	4.375000e-01	6.727941e-01	-8.776035e+00	-6.626535e+00	5.961855e-01	6.000000e+00	8.333333e-01	4.000000e+00	6.666667e-01	1.000000e+01	8.750000e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	1.700000e+01	1.000000e+01	54	6.600000e+00	4.200000e+00	2.281818e+01	7.445255e+00	4.379562e+00	1.788152e+01	-7.042001e-01	-2.462472e-01	1.269910e+00	2.844118e-01	2.690000e-01	4.210677e-01	7.472699e-01	0.000000e+00	5.000000e-01	5.000000e-01	7.472699e-01	-1.230972e+01	-8.017319e+00	4.854920e-01	5.000000e+00	7.777778e-01	5.000000e+00	7.777778e-01	1.000000e+01	8.888889e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	1.700000e+01	7.000000e+00	39	7.266667e+00	3.133333e+00	1.436364e+01	7.445255e+00	3.065693e+00	1.291443e+01	-1.487861e-01	1.284072e-01	5.106250e-01	3.144118e-01	3.142857e-01	2.814551e-01	6.176471e-01	0.000000e+00	6.153846e-01	3.846154e-01	6.176471e-01	-4.787114e+00	-7.086793e+00	6.345182e-01	5.000000e+00	7.777778e-01	4.000000e+00	6.666667e-01	9.000000e+00	8.611111e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	7.000000e+00	3.000000e+00	40	2.600000e+00	1.400000e+00	1.890909e+01	3.065693e+00	1.313869e+00	1.324557e+01	-8.840696e-01	3.383888e-01	1.947520e+00	1.771429e-01	6.000000e-01	6.401468e-01	8.857143e-01	0.000000e+00	2.500000e-01	7.500000e-01	8.857143e-01	-1.828392e+01	-3.590315e+01	2.383648e-01	5.000000e+00	7.777778e-01	3.000000e+00	5.000000e-01	8.000000e+00	8.194444e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	2.400000e+01	1.400000e+01	60	9.666667e+00	7.666667e+00	2.303030e+01	1.051095e+01	6.131387e+00	1.986836e+01	-5.052941e-01	1.537567e+00	7.341325e-01	2.739855e-01	3.715812e-01	2.911445e-01	6.030534e-01	0.000000e+00	6.333333e-01	3.666667e-01	6.030534e-01	-4.283868e+00	-8.081140e+00	7.050125e-01	5.000000e+00	7.777778e-01	5.000000e+00	7.777778e-01	1.000000e+01	8.888889e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	2.500000e+01	6.000000e+00	43	1.106667e+01	2.800000e+00	1.642424e+01	1.094891e+01	2.627737e+00	1.423899e+01	6.775389e-02	3.752192e-01	7.008609e-01	3.721333e-01	3.700000e-01	2.916141e-01	5.565032e-01	0.000000e+00	7.209302e-01	2.790698e-01	5.565032e-01	-2.526027e+00	-1.003835e+01	7.724070e-01	4.000000e+00	6.666667e-01	4.000000e+00	7.222222e-01	8.000000e+00	8.472222e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	2.200000e+01	1.200000e+01	43	9.066667e+00	4.266667e+00	1.430303e+01	9.635036e+00	5.255474e+00	1.423899e+01	-3.699237e-01	-1.144579e+00	2.053954e-02	2.080736e-01	3.866667e-01	2.005115e-01	5.121951e-01	0.000000e+00	7.906977e-01	2.093023e-01	5.121951e-01	-3.814051e-01	-7.268442e+00	7.426990e-01	6.000000e+00	8.333333e-01	5.000000e+00	7.777778e-01	1.100000e+01	9.027778e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	1.700000e+01	1.500000e+01	51	6.600000e+00	6.133333e+00	1.843939e+01	7.445255e+00	6.569343e+00	1.688810e+01	-7.042001e-01	-4.090955e-01	4.218242e-01	2.791176e-01	3.773333e-01	2.801391e-01	6.347992e-01	0.000000e+00	6.274510e-01	3.725490e-01	6.347992e-01	-2.872268e+00	-9.066672e+00	6.041911e-01	6.000000e+00	8.333333e-01	4.000000e+00	6.666667e-01	1.000000e+01	8.750000e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	2.700000e+01	1.100000e+01	48	1.226667e+01	4.200000e+00	1.528788e+01	1.182482e+01	4.817518e+00	1.589469e+01	2.359701e-01	-7.752256e-01	-1.749866e-01	2.657676e-01	2.856566e-01	1.820592e-01	4.399093e-01	0.000000e+00	7.916667e-01	2.083333e-01	4.399093e-01	-1.812217e-01	-8.602671e+00	5.057529e-01	6.000000e+00	8.333333e-01	5.000000e+00	7.777778e-01	1.100000e+01	9.027778e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	3.300000e+01	6.000000e+00	50	1.660000e+01	2.600000e+00	1.927273e+01	1.445255e+01	2.627737e+00	1.655696e+01	9.436701e-01	-6.041665e-02	7.527834e-01	3.310143e-01	3.320000e-01	2.588781e-01	4.801444e-01	0.000000e+00	7.800000e-01	2.200000e-01	4.801444e-01	-1.357098e+00	-1.625257e+01	4.641088e-01	6.000000e+00	8.333333e-01	4.000000e+00	7.222222e-01	1.000000e+01	8.888889e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	6.000000e+00	8.000000e+00	24	2.000000e+00	4.000000e+00	9.181818e+00	2.627737e+00	3.503650e+00	7.947343e+00	-1.367324e+00	8.351708e-01	6.903968e-01	4.880000e-01	4.514286e-01	3.184493e-01	6.538462e-01	0.000000e+00	5.833333e-01	4.166667e-01	6.538462e-01	-7.170253e+00	-4.982720e+00	5.702619e-01	3.000000e+00	5.000000e-01	4.000000e+00	7.222222e-01	7.000000e+00	8.055556e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	1.600000e+01	9.000000e+00	39	7.000000e+00	3.866667e+00	1.510606e+01	7.007299e+00	3.941606e+00	1.291443e+01	-6.442124e-03	-1.132387e-01	7.722171e-01	2.280000e-01	2.468056e-01	2.950946e-01	6.200466e-01	0.000000e+00	6.410256e-01	3.589744e-01	6.200466e-01	-3.027180e+00	-9.891724e+00	6.629901e-01	6.000000e+00	8.333333e-01	5.000000e+00	7.777778e-01	1.100000e+01	9.027778e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	2.300000e+01	1.400000e+01	52	1.000000e+01	5.733333e+00	1.921212e+01	1.007299e+01	6.131387e+00	1.721924e+01	-4.551620e-02	-3.986465e-01	5.317857e-01	2.648682e-01	3.002198e-01	2.628599e-01	5.693431e-01	0.000000e+00	7.115385e-01	2.884615e-01	5.693431e-01	-3.770082e+00	-5.495175e+00	7.329697e-01	5.000000e+00	7.777778e-01	6.000000e+00	8.333333e-01	1.100000e+01	9.027778e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	1.600000e+01	2.000000e+01	52	6.733333e+00	8.066667e+00	1.900000e+01	7.007299e+00	8.759124e+00	1.721924e+01	-2.417944e-01	-4.939026e-01	4.751826e-01	2.148750e-01	4.773684e-01	2.742132e-01	5.896488e-01	0.000000e+00	6.923077e-01	3.076923e-01	5.896488e-01	-4.901149e+00	-5.396515e+00	5.404099e-01	6.000000e+00	8.333333e-01	5.000000e+00	7.777778e-01	1.100000e+01	9.027778e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	2.500000e+01	2.100000e+01	59	9.733333e+00	8.933333e+00	2.115152e+01	1.094891e+01	9.197080e+00	1.953722e+01	-6.993769e-01	-1.795132e-01	3.809900e-01	3.466000e-01	2.622116e-01	2.378254e-01	5.371901e-01	0.000000e+00	7.796610e-01	2.203390e-01	5.371901e-01	-5.489250e+00	-1.987709e+00	6.722921e-01	5.000000e+00	7.777778e-01	5.000000e+00	7.777778e-01	1.000000e+01	8.888889e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	2.100000e+01	1.300000e+01	49	8.933333e+00	6.066667e+00	1.840909e+01	9.197080e+00	5.693431e+00	1.622582e+01	-1.795132e-01	4.008037e-01	6.171462e-01	2.734762e-01	3.271937e-01	2.759151e-01	5.714286e-01	0.000000e+00	6.938776e-01	3.061224e-01	5.714286e-01	-1.987709e+00	-9.636431e+00	5.814361e-01	5.000000e+00	7.777778e-01	4.000000e+00	7.222222e-01	9.000000e+00	8.750000e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	1.700000e+01	6.000000e+00	37	6.933333e+00	2.800000e+00	1.366667e+01	7.445255e+00	2.627737e+00	1.225215e+01	-4.264931e-01	3.752192e-01	5.242521e-01	2.546691e-01	2.460000e-01	2.804798e-01	6.237113e-01	0.000000e+00	6.216216e-01	3.783784e-01	6.237113e-01	-4.034853e+00	-9.082320e+00	6.235716e-01	6.000000e+00	8.333333e-01	4.000000e+00	7.222222e-01	1.000000e+01	8.888889e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	2.700000e+01	1.800000e+01	61	1.140000e+01	6.600000e+00	2.081818e+01	1.182482e+01	7.883212e+00	2.019950e+01	-2.268743e-01	-1.012357e+00	1.413497e-01	2.469017e-01	2.679902e-01	2.196149e-01	5.462185e-01	0.000000e+00	7.377049e-01	2.622951e-01	5.462185e-01	-2.582410e+00	-6.441112e+00	5.605414e-01	6.000000e+00	8.333333e-01	6.000000e+00	8.333333e-01	1.200000e+01	9.166667e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	3.700000e+01	1.800000e+01	59	1.606667e+01	9.266667e+00	2.012121e+01	1.620438e+01	7.883212e+00	1.953722e+01	-5.412457e-02	1.091441e+00	1.378284e-01	2.580247e-01	3.910675e-01	1.729928e-01	3.504274e-01	0.000000e+00	9.322034e-01	6.779661e-02	3.504274e-01	-6.442006e-01	-3.383210e+00	7.825039e-01	6.000000e+00	8.333333e-01	5.000000e+00	7.777778e-01	1.100000e+01	9.027778e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	2.400000e+01	1.500000e+01	55	1.060000e+01	8.266667e+00	2.346970e+01	1.051095e+01	6.569343e+00	1.821266e+01	5.329615e-02	1.592550e+00	1.328422e+00	4.363587e-01	5.851429e-01	3.435897e-01	5.769806e-01	0.000000e+00	7.090909e-01	2.909091e-01	5.769806e-01	-4.989446e+00	-6.704766e+00	6.921255e-01	4.000000e+00	6.666667e-01	5.000000e+00	7.777778e-01	9.000000e+00	8.611111e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	3.100000e+01	1.300000e+01	59	1.480000e+01	5.133333e+00	2.098485e+01	1.357664e+01	5.693431e+00	1.953722e+01	5.713275e-01	-6.014669e-01	3.416550e-01	2.486625e-01	2.219231e-01	2.231318e-01	5.033223e-01	0.000000e+00	7.457627e-01	2.542373e-01	5.033223e-01	-1.437528e+00	-1.049683e+01	4.270708e-01	6.000000e+00	8.333333e-01	6.000000e+00	8.333333e-01	1.200000e+01	9.166667e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	1.000000e+01	1.900000e+01	40	4.133333e+00	8.266667e+00	1.336364e+01	4.379562e+00	8.321168e+00	1.324557e+01	-3.376723e-01	-4.083149e-02	4.059923e-02	3.066667e-01	2.676381e-01	2.152837e-01	5.143603e-01	0.000000e+00	7.250000e-01	2.750000e-01	5.143603e-01	-4.062108e+00	-2.668040e+00	7.389310e-01	5.000000e+00	7.777778e-01	6.000000e+00	8.333333e-01	1.100000e+01	9.027778e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	3.300000e+01	8.000000e+00	55	1.293333e+01	4.133333e+00	1.878788e+01	1.445255e+01	3.503650e+00	1.821266e+01	-6.676043e-01	1.059521e+00	1.453544e-01	3.095555e-01	3.625000e-01	2.483026e-01	5.241636e-01	0.000000e+00	7.454545e-01	2.545455e-01	5.241636e-01	-3.128865e+00	-9.454391e+00	2.945215e-01	6.000000e+00	8.333333e-01	4.000000e+00	7.222222e-01	1.000000e+01	8.888889e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	1.000000e+01	3.100000e+01	55	4.000000e+00	1.440000e+01	2.145455e+01	4.379562e+00	1.357664e+01	1.821266e+01	-5.205225e-01	3.845211e-01	8.192054e-01	3.600000e-01	4.734194e-01	3.167856e-01	5.497553e-01	0.000000e+00	7.454545e-01	2.545455e-01	5.497553e-01	-1.058286e+01	-2.515673e+00	6.361665e-01	4.000000e+00	7.222222e-01	4.000000e+00	6.666667e-01	8.000000e+00	8.472222e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	2.200000e+01	1.600000e+01	48	9.533333e+00	6.400000e+00	1.734848e+01	9.635036e+00	7.007299e+00	1.589469e+01	-6.619354e-02	-5.359847e-01	4.192366e-01	3.079582e-01	3.355625e-01	2.364177e-01	5.191147e-01	0.000000e+00	7.916667e-01	2.083333e-01	5.191147e-01	-1.907026e+00	-5.189452e+00	8.004963e-01	6.000000e+00	8.333333e-01	5.000000e+00	7.777778e-01	1.100000e+01	9.027778e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	1.900000e+01	2.000000e+01	52	7.200000e+00	8.200000e+00	1.959091e+01	8.321168e+00	8.759124e+00	1.721924e+01	-8.399621e-01	-3.988012e-01	6.328626e-01	3.160526e-01	3.236374e-01	2.702062e-01	5.860215e-01	0.000000e+00	7.500000e-01	2.500000e-01	5.860215e-01	-5.584270e+00	-4.803491e+00	4.565532e-01	5.000000e+00	7.777778e-01	5.000000e+00	7.777778e-01	1.000000e+01	8.888889e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	3.700000e+01	1.100000e+01	59	1.573333e+01	3.866667e+00	1.863636e+01	1.620438e+01	4.817518e+00	1.953722e+01	-1.851328e-01	-1.193689e+00	-2.126102e-01	2.473006e-01	3.792727e-01	1.916160e-01	4.525140e-01	0.000000e+00	8.135593e-01	1.864407e-01	4.525140e-01	-1.186685e+00	-8.998196e+00	3.802308e-01	6.000000e+00	8.333333e-01	4.000000e+00	6.666667e-01	1.000000e+01	8.750000e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	1.200000e+01	1.600000e+01	44	4.400000e+00	6.533333e+00	1.721212e+01	5.255474e+00	7.007299e+00	1.457013e+01	-9.902413e-01	-4.183086e-01	8.287527e-01	5.127273e-01	4.564375e-01	3.372998e-01	6.632444e-01	0.000000e+00	6.363636e-01	3.636364e-01	6.632444e-01	-8.280503e+00	-7.279648e+00	1.599160e-01	3.000000e+00	5.000000e-01	5.000000e+00	7.777778e-01	8.000000e+00	8.194444e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	2.700000e+01	7.000000e+00	55	1.153333e+01	2.733333e+00	2.142424e+01	1.182482e+01	3.065693e+00	1.821266e+01	-1.556675e-01	-6.309504e-01	8.115480e-01	2.702311e-01	1.842857e-01	3.225098e-01	6.474465e-01	0.000000e+00	6.181818e-01	3.818182e-01	6.474465e-01	-5.527263e+00	-1.346491e+01	3.475354e-01	5.000000e+00	7.777778e-01	5.000000e+00	7.777778e-01	1.000000e+01	8.888889e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	2.000000e+01	1.000000e+01	43	7.866667e+00	4.600000e+00	1.492424e+01	8.759124e+00	4.379562e+00	1.423899e+01	-6.365547e-01	3.023034e-01	2.197765e-01	2.898684e-01	2.880000e-01	2.382790e-01	5.610329e-01	0.000000e+00	6.976744e-01	3.023256e-01	5.610329e-01	-2.016280e+00	-7.696626e+00	6.944236e-01	6.000000e+00	8.333333e-01	4.000000e+00	7.222222e-01	1.000000e+01	8.888889e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	4.100000e+01	8.000000e+00	65	2.020000e+01	3.066667e+00	2.337879e+01	1.795620e+01	3.503650e+00	2.152405e+01	7.976263e-01	-7.352778e-01	3.982913e-01	3.485325e-01	3.271429e-01	2.561474e-01	4.806548e-01	0.000000e+00	7.538462e-01	2.461538e-01	4.806548e-01	-2.403035e+00	-1.277620e+01	3.341408e-01	5.000000e+00	7.777778e-01	5.000000e+00	7.777778e-01	1.000000e+01	8.888889e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	2.600000e+01	1.200000e+01	47	1.173333e+01	4.666667e+00	1.645455e+01	1.138686e+01	5.255474e+00	1.556355e+01	1.919215e-01	-6.815654e-01	2.622299e-01	3.894154e-01	4.098485e-01	2.458963e-01	4.799154e-01	0.000000e+00	8.085106e-01	1.914894e-01	4.799154e-01	-1.640944e+00	-9.752593e+00	1.024904e-01	5.000000e+00	7.777778e-01	5.000000e+00	7.777778e-01	1.000000e+01	8.888889e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	1.000000e+01	9.000000e+00	35	5.466667e+00	3.733333e+00	1.590909e+01	4.379562e+00	3.941606e+00	1.158987e+01	1.490830e+00	-3.147154e-01	1.688382e+00	4.903704e-01	3.211111e-01	4.474395e-01	6.926503e-01	0.000000e+00	5.428571e-01	4.571429e-01	6.926503e-01	-6.520752e+00	-1.245193e+01	4.586111e-01	4.000000e+00	7.222222e-01	6.000000e+00	8.333333e-01	1.000000e+01	8.888889e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	2.300000e+01	1.000000e+01	49	1.033333e+01	4.200000e+00	1.766667e+01	1.007299e+01	4.379562e+00	1.622582e+01	1.623411e-01	-2.462472e-01	4.072844e-01	2.050692e-01	3.361111e-01	2.451239e-01	5.674603e-01	0.000000e+00	6.734694e-01	3.265306e-01	5.674603e-01	-3.560633e+00	-6.413855e+00	7.161191e-01	6.000000e+00	8.333333e-01	5.000000e+00	7.777778e-01	1.100000e+01	9.027778e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	1.900000e+01	1.200000e+01	43	8.733333e+00	5.466667e+00	1.531818e+01	8.321168e+00	5.255474e+00	1.423899e+01	3.087881e-01	2.444623e-01	3.461219e-01	2.986972e-01	2.616667e-01	2.321510e-01	5.148064e-01	0.000000e+00	7.209302e-01	2.790698e-01	5.148064e-01	-3.474657e+00	-5.888358e+00	3.899170e-01	5.000000e+00	7.777778e-01	5.000000e+00	7.777778e-01	1.000000e+01	8.888889e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	1.600000e+01	4.000000e+00	45	6.333333e+00	1.800000e+00	2.039394e+01	7.007299e+00	1.751825e+00	1.490127e+01	-5.948228e-01	1.490791e-01	1.685969e+00	3.580000e-01	1.900000e-01	5.104966e-01	7.863398e-01	0.000000e+00	4.444444e-01	5.555556e-01	7.863398e-01	-7.928329e+00	-2.885760e+01	4.341632e-01	5.000000e+00	7.777778e-01	4.000000e+00	7.222222e-01	9.000000e+00	8.750000e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	3.200000e+01	1.200000e+01	61	1.393333e+01	5.933333e+00	2.324242e+01	1.401460e+01	5.255474e+00	2.019950e+01	-3.679750e-02	7.846451e-01	6.952105e-01	2.992159e-01	4.366667e-01	2.729280e-01	5.512048e-01	0.000000e+00	7.213115e-01	2.786885e-01	5.512048e-01	-1.590061e+00	-1.122468e+01	7.634040e-01	5.000000e+00	7.777778e-01	4.000000e+00	7.222222e-01	9.000000e+00	8.750000e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	1.700000e+01	1.800000e+01	47	7.466667e+00	8.733333e+00	1.777273e+01	7.445255e+00	7.883212e+00	1.556355e+01	1.783811e-02	6.706816e-01	6.501838e-01	3.929575e-01	2.958896e-01	2.537858e-01	5.225933e-01	0.000000e+00	7.446809e-01	2.553191e-01	5.225933e-01	-3.556142e+00	-3.838643e+00	8.301719e-01	5.000000e+00	7.777778e-01	5.000000e+00	7.777778e-01	1.000000e+01	8.888889e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	1.200000e+01	7.000000e+00	41	4.866667e+00	3.600000e+00	1.765152e+01	5.255474e+00	3.065693e+00	1.357671e+01	-4.500585e-01	1.014324e+00	1.368287e+00	3.315152e-01	3.415873e-01	4.358917e-01	7.439516e-01	0.000000e+00	4.634146e-01	5.365854e-01	7.439516e-01	-6.440391e+00	-1.785872e+01	4.930634e-01	5.000000e+00	7.777778e-01	4.000000e+00	7.222222e-01	9.000000e+00	8.750000e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	2.300000e+01	6.000000e+00	60	1.046667e+01	2.600000e+00	2.569697e+01	1.007299e+01	2.627737e+00	1.986836e+01	2.454840e-01	-6.041665e-02	1.353272e+00	2.741897e-01	2.870000e-01	4.269302e-01	7.289073e-01	0.000000e+00	4.833333e-01	5.166667e-01	7.289073e-01	-6.021659e+00	-2.724696e+01	4.338539e-01	6.000000e+00	8.333333e-01	5.000000e+00	7.777778e-01	1.100000e+01	9.027778e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	1.700000e+01	1.100000e+01	42	7.733333e+00	4.600000e+00	1.562121e+01	7.445255e+00	4.817518e+00	1.390785e+01	2.400037e-01	-2.730700e-01	5.621276e-01	2.671691e-01	2.022273e-01	2.619983e-01	5.842697e-01	0.000000e+00	6.666667e-01	3.333333e-01	5.842697e-01	-2.598719e+00	-8.009383e+00	7.022711e-01	5.000000e+00	7.777778e-01	6.000000e+00	8.333333e-01	1.100000e+01	9.027778e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	1.800000e+01	3.000000e+00	39	9.000000e+00	1.466667e+00	1.665152e+01	7.883212e+00	1.313869e+00	1.291443e+01	8.810614e-01	6.003056e-01	1.316756e+00	3.929412e-01	2.666667e-01	3.956427e-01	6.666667e-01	0.000000e+00	5.384615e-01	4.615385e-01	6.666667e-01	-5.074816e+00	-2.055325e+01	6.385856e-01	5.000000e+00	7.777778e-01	4.000000e+00	7.222222e-01	9.000000e+00	8.750000e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	2.200000e+01	1.400000e+01	51	1.020000e+01	6.066667e+00	2.006061e+01	9.635036e+00	6.131387e+00	1.688810e+01	3.677067e-01	-6.481661e-02	8.626613e-01	3.170779e-01	3.136264e-01	2.899949e-01	5.734266e-01	0.000000e+00	7.058824e-01	2.941176e-01	5.734266e-01	-3.432646e+00	-8.081140e+00	5.820480e-01	6.000000e+00	8.333333e-01	5.000000e+00	7.777778e-01	1.100000e+01	9.027778e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	1.800000e+01	2.000000e+01	49	8.133333e+00	8.000000e+00	1.657576e+01	7.883212e+00	8.759124e+00	1.622582e+01	1.973270e-01	-5.414533e-01	9.891593e-02	2.571314e-01	3.682237e-01	2.135877e-01	4.915966e-01	0.000000e+00	7.755102e-01	2.244898e-01	4.915966e-01	-2.667531e+00	-3.913956e+00	5.978609e-01	5.000000e+00	7.777778e-01	6.000000e+00	8.333333e-01	1.100000e+01	9.027778e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	2.200000e+01	1.500000e+01	45	9.866667e+00	9.000000e+00	1.783333e+01	9.635036e+00	6.569343e+00	1.490127e+01	1.507566e-01	2.280616e+00	8.999943e-01	3.087446e-01	1.000000e+00	2.661034e-01	4.494163e-01	0.000000e+00	8.222222e-01	1.777778e-01	4.494163e-01	-1.198702e+00	-4.800003e+00	9.644116e-01	5.000000e+00	7.777778e-01	2.000000e+00	5.000000e-01	7.000000e+00	8.194444e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	2.000000e+01	1.900000e+01	55	7.466667e+00	8.866667e+00	1.907576e+01	8.759124e+00	8.321168e+00	1.821266e+01	-9.218590e-01	4.086795e-01	2.180996e-01	3.179342e-01	3.822953e-01	2.399703e-01	5.504587e-01	0.000000e+00	7.090909e-01	2.909091e-01	5.504587e-01	-4.151165e+00	-8.438453e+00	-1.619868e-01	6.000000e+00	8.333333e-01	4.000000e+00	6.666667e-01	1.000000e+01	8.750000e-01	
1.000000e+01	2.000000e+01	2	1.000000e+00	5.000000e-01	2.200000e+01	9.000000e+00	44	1.020000e+01	4.666667e+00	1.674242e+01	9.635036e+00	3.941606e+00	1.457013e+01	3.677067e-01	1.095621e+00	6.814160e-01	2.336147e-01	7.055556e-01	2.649743e-01	5.344468e-01	0.000000e+00	7.045455e-01	2.954545e-01	5.344468e-01	-2.288431e+00	-7.797006e+00	8.104832e-01	6.000000e+00	8.333333e-01	3.000000e+00	6.111111e-01	9.000000e+00	8.611111e-01	
