p_theta	p_rho	p_pop_change_time	p_pop_change_newpop	s_segs	s_theta_pi	s_theta_w	s_tajimasD	s_ZnS	s_FayWuH	s_dvk	s_dvh	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	5	1.909091e+00	1.655696e+00	5.641659e-01	1.468182e-01	-4.080205e-01	7.000000e+00	7.638889e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	3	7.727273e-01	9.934178e-01	-7.287296e-01	2.545455e-02	6.767563e-01	4.000000e+00	5.972222e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	11	4.045455e+00	3.642532e+00	4.602458e-01	2.546434e-01	-9.277955e-01	8.000000e+00	8.611111e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	4	6.666667e-01	1.324557e+00	-1.746866e+00	5.041322e-01	-1.061344e+00	3.000000e+00	2.916667e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	7	1.893939e+00	2.317975e+00	-7.158735e-01	1.356384e-01	6.184720e-01	6.000000e+00	7.500000e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	7	2.090909e+00	2.317975e+00	-3.833415e-01	3.870130e-01	-1.060238e-01	4.000000e+00	6.527778e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	9	4.030303e+00	2.980253e+00	1.430149e+00	2.704155e-01	-1.453706e-01	6.000000e+00	7.500000e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	3	5.000000e-01	9.934178e-01	-1.629287e+00	3.388430e-01	4.833974e-01	3.000000e+00	2.916667e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	4	9.090909e-01	1.324557e+00	-1.103168e+00	1.928375e-02	6.368061e-01	5.000000e+00	6.666667e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	11	4.454545e+00	3.642532e+00	9.275375e-01	2.195063e-01	2.226709e-01	7.000000e+00	8.194444e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	4	1.469697e+00	1.324557e+00	3.853832e-01	3.207071e-01	8.225413e-01	4.000000e+00	6.805556e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	13	4.727273e+00	4.304811e+00	4.156904e-01	1.638872e-01	3.879671e-01	8.000000e+00	8.333333e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	10	3.272727e+00	3.311393e+00	-4.803773e-02	2.181708e-01	4.811060e-01	8.000000e+00	8.194444e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	6	1.863636e+00	1.986836e+00	-2.364810e-01	1.099112e-01	-5.357075e-01	6.000000e+00	8.055556e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	6	1.696970e+00	1.986836e+00	-5.563977e-01	1.893848e-01	7.936407e-01	5.000000e+00	6.666667e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	9	3.863636e+00	2.980253e+00	1.203152e+00	4.781166e-01	-3.925007e-01	4.000000e+00	6.250000e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	11	3.075758e+00	3.642532e+00	-6.474088e-01	2.463411e-01	-1.274173e+00	6.000000e+00	7.500000e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	4	1.045455e+00	1.324557e+00	-7.410882e-01	1.741047e-01	7.164069e-01	4.000000e+00	5.833333e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	4	1.045455e+00	1.324557e+00	-7.410882e-01	1.579431e-01	-2.388023e-01	4.000000e+00	5.138889e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	5	1.727273e+00	1.655696e+00	1.593599e-01	7.600000e-01	-2.856143e+00	3.000000e+00	4.027778e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	11	4.000000e+00	3.642532e+00	4.083245e-01	2.288584e-01	4.453419e-01	6.000000e+00	7.777778e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	5	1.242424e+00	1.655696e+00	-9.201228e-01	5.735537e-01	7.707053e-01	3.000000e+00	2.916667e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	6	1.636364e+00	1.986836e+00	-6.727310e-01	7.148760e-02	2.380922e-01	7.000000e+00	8.194444e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	3	8.787879e-01	9.934178e-01	-3.785130e-01	6.336088e-02	3.222649e-01	4.000000e+00	6.388889e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	4	1.151515e+00	1.324557e+00	-4.594704e-01	1.209060e-01	7.429405e-01	5.000000e+00	6.666667e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	6	2.318182e+00	1.986836e+00	6.360189e-01	3.649351e-01	7.737997e-01	4.000000e+00	6.805556e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	3	8.181818e-01	9.934178e-01	-5.786367e-01	7.851240e-02	-1.933589e-01	4.000000e+00	5.833333e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	5	1.151515e+00	1.655696e+00	-1.122526e+00	5.041322e-02	6.346985e-01	6.000000e+00	6.944444e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	3	1.242424e+00	9.934178e-01	8.222297e-01	1.492063e-01	3.222649e-01	4.000000e+00	7.083333e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	3	9.545455e-01	9.934178e-01	-1.283582e-01	2.954545e-02	-9.667947e-02	5.000000e+00	6.666667e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	5	1.212121e+00	1.655696e+00	-9.875904e-01	1.012672e-01	7.253697e-01	5.000000e+00	6.111111e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	7	2.090909e+00	2.317975e+00	-3.833415e-01	3.029044e-01	-1.802404e+00	6.000000e+00	6.944444e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	3	6.363636e-01	9.934178e-01	-1.179008e+00	1.487603e-02	5.800768e-01	4.000000e+00	5.138889e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	4	6.666667e-01	1.324557e+00	-1.746866e+00	1.735537e-01	-1.061344e+00	4.000000e+00	4.166667e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	3	1.121212e+00	9.934178e-01	4.219822e-01	1.515152e-01	4.511709e-01	4.000000e+00	6.944444e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	10	3.575758e+00	3.311393e+00	3.284449e-01	4.142424e-01	-1.015668e+00	6.000000e+00	7.777778e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	8	2.590909e+00	2.649114e+00	-8.773917e-02	1.600663e-01	-2.391779e-01	7.000000e+00	8.333333e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	4	1.772727e+00	1.324557e+00	1.190006e+00	4.415584e-01	-2.388023e-01	3.000000e+00	5.694444e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	8	3.393939e+00	2.649114e+00	1.122759e+00	2.056019e-01	5.102462e-01	8.000000e+00	8.472222e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	9	2.439394e+00	2.980253e+00	-7.366411e-01	7.608917e-02	-1.453706e-02	9.000000e+00	8.750000e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	5	1.333333e+00	1.655696e+00	-7.177198e-01	9.157025e-02	3.626849e-01	6.000000e+00	7.500000e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	6	1.909091e+00	1.986836e+00	-1.492310e-01	2.868571e-01	-3.571383e-01	5.000000e+00	7.361111e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	9	2.393939e+00	2.980253e+00	-7.985494e-01	9.877904e-02	2.907412e-02	9.000000e+00	8.333333e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	13	3.181818e+00	4.304811e+00	-1.104992e+00	1.073726e-01	5.819507e-01	9.000000e+00	8.611111e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	9	3.469697e+00	2.980253e+00	6.666133e-01	2.737025e-01	4.506489e-01	6.000000e+00	7.500000e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	6	1.454545e+00	1.986836e+00	-1.021731e+00	1.403306e-01	2.380922e-01	6.000000e+00	7.361111e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	6	1.515152e+00	1.986836e+00	-9.053976e-01	1.487236e-01	-1.587281e-01	6.000000e+00	7.361111e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	5	1.772727e+00	1.655696e+00	2.605614e-01	1.014998e-01	-7.480375e-01	7.000000e+00	8.333333e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	5	1.954545e+00	1.655696e+00	6.653675e-01	1.164444e-01	6.120307e-01	7.000000e+00	8.333333e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	10	3.287879e+00	3.311393e+00	-2.921360e-02	1.751240e-01	4.142858e-01	7.000000e+00	7.916667e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	12	3.409091e+00	3.973671e+00	-5.968661e-01	3.792440e-01	-1.623989e+00	7.000000e+00	7.638889e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	8	3.121212e+00	2.649114e+00	7.116466e-01	2.274492e-01	2.232327e-01	7.000000e+00	7.916667e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	3	5.000000e-01	9.934178e-01	-1.629287e+00	8.264463e-03	-1.450192e+00	4.000000e+00	4.166667e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	7	1.303030e+00	2.317975e+00	-1.713470e+00	9.988194e-02	6.714839e-01	7.000000e+00	7.083333e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	3	1.318182e+00	9.934178e-01	1.072384e+00	8.571429e-02	2.900384e-01	5.000000e+00	7.916667e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	11	3.393939e+00	3.642532e+00	-2.839596e-01	3.283467e-01	-6.432716e-01	6.000000e+00	7.777778e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	8	2.060606e+00	2.649114e+00	-8.871250e-01	1.683064e-01	2.551231e-01	6.000000e+00	7.361111e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	7	1.772727e+00	2.317975e+00	-9.205086e-01	2.149173e-01	5.301189e-02	6.000000e+00	7.500000e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	12	4.484848e+00	3.973671e+00	5.404089e-01	3.235240e-01	-4.607061e-01	8.000000e+00	8.194444e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	6	1.863636e+00	1.986836e+00	-2.364810e-01	9.637792e-02	6.547536e-01	8.000000e+00	8.194444e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	11	2.863636e+00	3.642532e+00	-8.897082e-01	1.431886e-01	3.340064e-01	8.000000e+00	8.194444e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	12	3.878788e+00	3.973671e+00	-1.003094e-01	2.375552e-01	8.753417e-01	7.000000e+00	7.638889e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	6	2.818182e+00	1.986836e+00	1.595769e+00	2.338745e-01	3.571383e-01	7.000000e+00	8.333333e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	8	2.348485e+00	2.649114e+00	-4.531727e-01	1.918131e-01	-3.029587e-01	6.000000e+00	8.055556e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	6	1.787879e+00	1.986836e+00	-3.818977e-01	1.368081e-01	-3.968204e-02	7.000000e+00	7.638889e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	10	3.363636e+00	3.311393e+00	6.490706e-02	3.020758e-01	8.018434e-02	7.000000e+00	8.194444e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	8	2.257576e+00	2.649114e+00	-5.902102e-01	1.380008e-01	9.407664e-01	9.000000e+00	8.611111e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	8	2.863636e+00	2.649114e+00	3.233735e-01	1.857105e-01	4.305202e-01	5.000000e+00	7.361111e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	8	2.530303e+00	2.649114e+00	-1.790975e-01	2.122780e-01	7.972596e-02	6.000000e+00	6.944444e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	7	2.136364e+00	2.317975e+00	-3.066034e-01	2.071213e-01	2.650594e-01	6.000000e+00	7.500000e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	7	2.984848e+00	2.317975e+00	1.125842e+00	2.852853e-01	-1.767063e-02	6.000000e+00	8.055556e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	3	1.106061e+00	9.934178e-01	3.719512e-01	2.888889e-01	6.123033e-01	4.000000e+00	5.972222e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	9	3.257576e+00	2.980253e+00	3.777080e-01	1.553205e-01	4.215748e-01	9.000000e+00	8.750000e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	8	2.545455e+00	2.649114e+00	-1.562580e-01	2.331703e-01	-1.913423e-01	6.000000e+00	6.944444e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	4	9.393939e-01	1.324557e+00	-1.022706e+00	1.801653e-01	-5.837390e-01	4.000000e+00	5.138889e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	2	3.333333e-01	6.622786e-01	-1.451383e+00	8.264463e-03	4.175193e-01	3.000000e+00	2.916667e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	7	1.727273e+00	2.317975e+00	-9.972468e-01	1.946740e-01	-9.542139e-01	6.000000e+00	7.500000e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	6	2.015152e+00	1.986836e+00	5.435228e-02	1.924702e-01	-3.372973e-01	6.000000e+00	7.777778e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	6	1.378788e+00	1.986836e+00	-1.167148e+00	6.593205e-02	-1.170620e+00	7.000000e+00	7.638889e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	9	1.636364e+00	2.980253e+00	-1.830354e+00	9.311295e-02	-1.918892e+00	7.000000e+00	7.638889e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	11	3.727273e+00	3.642532e+00	9.679663e-02	2.542824e-01	-6.680128e-01	6.000000e+00	8.055556e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	15	5.242424e+00	4.967089e+00	2.379972e-01	3.314274e-01	-8.215108e-01	6.000000e+00	7.777778e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	12	4.984848e+00	3.973671e+00	1.069002e+00	2.310810e-01	1.266942e-01	7.000000e+00	8.194444e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	6	1.681818e+00	1.986836e+00	-5.854810e-01	4.458182e-01	-1.011892e+00	4.000000e+00	5.138889e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	9	2.090909e+00	2.980253e+00	-1.211271e+00	1.871591e-01	4.361119e-01	7.000000e+00	8.055556e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	7	2.000000e+00	2.317975e+00	-5.368178e-01	2.802932e-01	-8.481902e-01	6.000000e+00	7.361111e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	7	2.606061e+00	2.317975e+00	4.863576e-01	1.567317e-01	4.947776e-01	8.000000e+00	8.472222e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	5	1.318182e+00	1.655696e+00	-7.514536e-01	1.691460e-01	-8.840444e-01	5.000000e+00	6.111111e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	7	2.212121e+00	2.317975e+00	-1.787064e-01	6.790609e-02	4.594363e-01	1.000000e+01	8.888889e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	9	3.015152e+00	2.980253e+00	4.753049e-02	2.320171e-01	-3.343524e-01	7.000000e+00	7.638889e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	12	2.696970e+00	3.973671e+00	-1.349710e+00	1.149919e-01	-2.303531e-02	9.000000e+00	8.611111e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	6	2.393939e+00	1.986836e+00	7.814356e-01	3.121317e-01	9.920509e-01	6.000000e+00	7.916667e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	3	1.060606e+00	9.934178e-01	2.218584e-01	1.262626e-01	7.089828e-01	4.000000e+00	6.944444e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	5	1.378788e+00	1.655696e+00	-6.165183e-01	1.272727e-01	8.387088e-01	5.000000e+00	7.361111e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	7	2.818182e+00	2.317975e+00	8.444690e-01	3.640711e-01	-9.542139e-01	5.000000e+00	6.805556e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	10	3.318182e+00	3.311393e+00	8.434666e-03	2.364434e-01	6.013826e-01	6.000000e+00	8.055556e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	2	6.515152e-01	6.622786e-01	-4.749065e-02	4.545455e-02	5.427751e-01	3.000000e+00	5.416667e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	13	3.227273e+00	4.304811e+00	-1.060266e+00	1.479607e-01	-9.699178e-02	1.000000e+01	8.888889e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	4	8.030303e-01	1.324557e+00	-1.384786e+00	8.595041e-02	-6.633397e-01	5.000000e+00	5.277778e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	7	1.939394e+00	2.317975e+00	-6.391354e-01	8.118064e-02	-1.342968e+00	8.000000e+00	8.472222e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	6	2.727273e+00	1.986836e+00	1.421269e+00	5.000000e-01	0.000000e+00	4.000000e+00	7.222222e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	7	2.287879e+00	2.317975e+00	-5.080951e-02	1.879403e-01	6.538133e-01	7.000000e+00	8.333333e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	7	2.954545e+00	2.317975e+00	1.074683e+00	3.803357e-01	3.710832e-01	7.000000e+00	7.638889e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	2	4.696970e-01	6.622786e-01	-8.497150e-01	1.818182e-02	5.427751e-01	3.000000e+00	4.027778e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	8	1.878788e+00	2.649114e+00	-1.161200e+00	2.547816e-01	-8.929308e-01	6.000000e+00	7.500000e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	6	1.621212e+00	1.986836e+00	-7.018143e-01	1.640771e-01	9.920509e-02	6.000000e+00	6.944444e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	3	7.727273e-01	9.934178e-01	-7.287296e-01	3.454545e-01	-2.416987e+00	3.000000e+00	4.027778e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	7	1.545455e+00	2.317975e+00	-1.304199e+00	1.263282e-01	5.301189e-01	6.000000e+00	7.500000e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	6	2.606061e+00	1.986836e+00	1.188602e+00	3.569854e-01	-1.587281e-01	5.000000e+00	7.500000e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	5	1.636364e+00	1.655696e+00	-4.304307e-02	1.043618e-01	-1.660977e-16	6.000000e+00	8.055556e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	7	3.166667e+00	2.317975e+00	1.432795e+00	4.381914e-01	4.064245e-01	4.000000e+00	6.944444e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	7	2.560606e+00	2.317975e+00	4.096194e-01	1.444745e-01	9.718846e-01	7.000000e+00	8.194444e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	2	3.333333e-01	6.622786e-01	-1.451383e+00	8.264463e-03	4.175193e-01	3.000000e+00	2.916667e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	5	1.106061e+00	1.655696e+00	-1.223727e+00	2.879339e-01	-1.745421e+00	4.000000e+00	4.166667e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	7	3.136364e+00	2.317975e+00	1.381636e+00	4.372789e-01	5.831307e-01	5.000000e+00	7.916667e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	9	1.772727e+00	2.980253e+00	-1.644629e+00	6.763636e-01	-2.747505e+00	4.000000e+00	5.138889e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	11	2.318182e+00	3.642532e+00	-1.512764e+00	7.798648e-02	7.793483e-01	9.000000e+00	8.333333e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	15	4.121212e+00	4.967089e+00	-7.311685e-01	1.295738e-01	4.203079e-01	1.000000e+01	8.888889e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	7	2.257576e+00	2.317975e+00	-1.019683e-01	1.309653e-01	6.184720e-01	7.000000e+00	8.194444e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	1	1.666667e-01	3.311393e-01	-1.140533e+00	nan	3.145411e-01	2.000000e+00	1.527778e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	8	2.227273e+00	2.649114e+00	-6.358894e-01	1.575364e-01	7.175337e-01	7.000000e+00	7.916667e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	4	2.106061e+00	1.324557e+00	2.075090e+00	4.214286e-01	-2.918695e-01	5.000000e+00	7.361111e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	9	3.696970e+00	2.980253e+00	9.761547e-01	3.050045e-01	7.559272e-01	7.000000e+00	7.638889e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	5	1.636364e+00	1.655696e+00	-4.304307e-02	3.787879e-01	-5.440273e-01	5.000000e+00	6.111111e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	1	1.666667e-01	3.311393e-01	-1.140533e+00	nan	3.145411e-01	2.000000e+00	1.527778e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	4	1.045455e+00	1.324557e+00	-7.410882e-01	2.865014e-02	7.164069e-01	5.000000e+00	7.222222e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	3	7.424242e-01	9.934178e-01	-8.287915e-01	2.295684e-02	6.123033e-01	4.000000e+00	5.833333e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	7	2.242424e+00	2.317975e+00	-1.275477e-01	1.938808e-01	9.188727e-01	7.000000e+00	7.638889e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	9	3.151515e+00	2.980253e+00	2.332553e-01	1.919687e-01	5.814825e-02	8.000000e+00	7.777778e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	5	1.393939e+00	1.655696e+00	-5.827844e-01	2.561983e-01	1.813424e-01	4.000000e+00	5.138889e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	14	4.560606e+00	4.635950e+00	-6.933830e-02	2.282174e-01	-5.063573e-02	8.000000e+00	8.333333e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	14	4.984848e+00	4.635950e+00	3.210885e-01	1.892690e-01	9.620789e-01	8.000000e+00	8.472222e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	4	1.257576e+00	1.324557e+00	-1.778525e-01	1.036364e-01	1.326679e-01	5.000000e+00	7.361111e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	10	2.939394e+00	3.311393e+00	-4.621686e-01	2.114139e-01	3.474655e-01	8.000000e+00	8.194444e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	7	2.984848e+00	2.317975e+00	1.125842e+00	3.466708e-01	-6.538133e-01	6.000000e+00	7.500000e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	7	1.575758e+00	2.317975e+00	-1.253041e+00	1.057379e-01	-9.188727e-01	6.000000e+00	6.944444e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	6	1.136364e+00	1.986836e+00	-1.632481e+00	1.067769e-01	-5.357075e-01	6.000000e+00	6.250000e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	7	2.378788e+00	2.317975e+00	1.026668e-01	1.369577e-01	1.236944e-01	8.000000e+00	8.333333e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	6	1.409091e+00	1.986836e+00	-1.108981e+00	1.718347e-01	-1.785692e-01	6.000000e+00	6.250000e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	6	2.606061e+00	1.986836e+00	1.188602e+00	5.777778e-01	5.555485e-01	4.000000e+00	6.944444e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	5	1.424242e+00	1.655696e+00	-5.153167e-01	1.371901e-01	7.707053e-01	5.000000e+00	7.361111e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	5	9.696970e-01	1.655696e+00	-1.527332e+00	1.114050e-01	-4.533561e-01	5.000000e+00	6.111111e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	7	2.469697e+00	2.317975e+00	2.561431e-01	2.031105e-01	2.297182e-01	7.000000e+00	8.194444e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	5	1.106061e+00	1.655696e+00	-1.223727e+00	1.165620e-01	7.027019e-01	5.000000e+00	6.805556e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	8	2.151515e+00	2.649114e+00	-7.500874e-01	6.512228e-02	7.334789e-01	8.000000e+00	8.333333e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	4	1.681818e+00	1.324557e+00	9.486190e-01	2.424242e-01	-7.960077e-02	5.000000e+00	7.361111e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	5	1.151515e+00	1.655696e+00	-1.122526e+00	6.404959e-02	6.346985e-01	6.000000e+00	6.250000e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	5	1.606061e+00	1.655696e+00	-1.105107e-01	2.026136e-01	-3.173493e-01	6.000000e+00	7.916667e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	6	3.060606e+00	1.986836e+00	2.061102e+00	4.752290e-01	4.365024e-01	6.000000e+00	7.777778e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	19	6.545455e+00	6.291646e+00	1.765473e-01	1.704371e-01	-3.739544e-01	1.100000e+01	9.027778e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	8	1.848485e+00	2.649114e+00	-1.206879e+00	2.765053e-01	7.972596e-01	5.000000e+00	6.805556e-01	
