p_theta	p_rho	p_pop_change_time	p_pop_change_newpop	s_segs	s_theta_pi	s_theta_w	s_tajimasD	s_ZnS	s_FayWuH	s_dvk	s_dvh	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	2	4.696970e-01	6.622786e-01	-8.497150e-01	1.818182e-02	5.427751e-01	3.000000e+00	4.027778e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	4	8.030303e-01	1.324557e+00	-1.384786e+00	1.785124e-01	6.102726e-01	4.000000e+00	5.138889e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	4	1.075758e+00	1.324557e+00	-6.606260e-01	5.090909e-01	-5.041382e-01	3.000000e+00	4.027778e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	8	2.803030e+00	2.649114e+00	2.320151e-01	1.971691e-01	-5.899721e-01	8.000000e+00	8.194444e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	3	7.727273e-01	9.934178e-01	-7.287296e-01	2.545455e-02	-8.701152e-01	4.000000e+00	5.972222e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	4	1.257576e+00	1.324557e+00	-1.778525e-01	4.113636e-02	1.326679e-01	6.000000e+00	7.777778e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	21	6.272727e+00	6.953925e+00	-4.317260e-01	1.287477e-01	-1.284281e-01	1.200000e+01	9.166667e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	7	2.090909e+00	2.317975e+00	-3.833415e-01	1.436652e-01	-5.301189e-01	6.000000e+00	8.194444e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	9	3.227273e+00	2.980253e+00	3.364358e-01	2.518674e-01	7.413902e-01	6.000000e+00	7.777778e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	8	2.530303e+00	2.649114e+00	-1.790975e-01	2.241558e-01	-6.856433e-01	6.000000e+00	7.916667e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	5	1.106061e+00	1.655696e+00	-1.223727e+00	2.125620e-01	-6.573663e-01	4.000000e+00	5.138889e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	4	8.030303e-01	1.324557e+00	-1.384786e+00	3.239669e-01	6.102726e-01	4.000000e+00	4.166667e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	4	1.363636e+00	1.324557e+00	1.037654e-01	1.116162e-01	-1.592015e-01	5.000000e+00	7.638889e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	20	5.257576e+00	6.622786e+00	-9.054654e-01	1.848502e-01	-5.213782e-02	9.000000e+00	8.750000e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	6	2.015152e+00	1.986836e+00	5.435228e-02	1.990358e-01	3.769793e-01	6.000000e+00	7.777778e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	4	1.530303e+00	1.324557e+00	5.463077e-01	2.846753e-01	6.102726e-01	4.000000e+00	6.527778e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	8	2.318182e+00	2.649114e+00	-4.988519e-01	1.228815e-01	-1.435067e-01	9.000000e+00	8.611111e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	11	3.378788e+00	3.642532e+00	-3.012667e-01	1.890123e-01	3.092652e-01	9.000000e+00	8.611111e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	12	3.863636e+00	3.973671e+00	-1.163273e-01	1.808986e-01	6.565063e-01	1.000000e+01	8.888889e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	7	2.348485e+00	2.317975e+00	5.150804e-02	2.508180e-01	7.244958e-01	6.000000e+00	7.777778e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	6	1.378788e+00	1.986836e+00	-1.167148e+00	1.320478e-01	7.341177e-01	6.000000e+00	6.944444e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	5	9.696970e-01	1.655696e+00	-1.527332e+00	1.114050e-01	6.346985e-01	5.000000e+00	6.111111e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	5	1.424242e+00	1.655696e+00	-5.153167e-01	9.846281e-02	7.707053e-01	6.000000e+00	7.777778e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	14	5.590909e+00	4.635950e+00	8.788412e-01	2.402448e-01	7.595360e-01	8.000000e+00	8.472222e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	6	2.393939e+00	1.986836e+00	7.814356e-01	2.211560e-01	2.777742e-01	6.000000e+00	7.500000e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	13	3.409091e+00	4.304811e+00	-8.813621e-01	1.453421e-01	-9.699178e-02	1.000000e+01	8.750000e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	1	4.090909e-01	3.311393e-01	5.405547e-01	nan	5.661739e-01	2.000000e+00	3.750000e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	1	4.090909e-01	3.311393e-01	5.405547e-01	nan	5.661739e-01	2.000000e+00	3.750000e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	7	2.469697e+00	2.317975e+00	2.561431e-01	1.829635e-01	6.538133e-01	6.000000e+00	7.500000e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	8	3.060606e+00	2.649114e+00	6.202882e-01	1.825069e-01	-3.189039e-02	7.000000e+00	7.916667e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	8	2.818182e+00	2.649114e+00	2.548547e-01	1.937367e-01	6.696981e-01	6.000000e+00	7.916667e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	6	1.454545e+00	1.986836e+00	-1.021731e+00	1.021488e-01	-2.380922e-01	6.000000e+00	7.777778e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	11	1.969697e+00	3.642532e+00	-1.910827e+00	2.040872e-01	-2.103003e+00	7.000000e+00	7.083333e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	2	4.696970e-01	6.622786e-01	-8.497150e-01	1.818182e-02	5.427751e-01	3.000000e+00	4.027778e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	14	4.424242e+00	4.635950e+00	-1.948326e-01	2.044340e-01	1.620343e-01	9.000000e+00	8.750000e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	4	1.166667e+00	1.324557e+00	-4.192392e-01	8.613932e-02	2.918695e-01	5.000000e+00	6.805556e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	6	1.636364e+00	1.986836e+00	-6.727310e-01	1.966942e-01	2.380922e-01	5.000000e+00	6.666667e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	8	2.378788e+00	2.649114e+00	-4.074935e-01	2.349165e-01	6.856433e-01	6.000000e+00	7.500000e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	9	2.606061e+00	2.980253e+00	-5.096441e-01	1.724105e-01	-1.686299e+00	7.000000e+00	7.916667e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	4	1.560606e+00	1.324557e+00	6.267700e-01	2.617284e-01	6.633397e-01	5.000000e+00	7.361111e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	2	4.696970e-01	6.622786e-01	-8.497150e-01	1.818182e-02	5.427751e-01	3.000000e+00	4.027778e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	2	4.696970e-01	6.622786e-01	-8.497150e-01	1.818182e-02	-1.461318e+00	3.000000e+00	4.027778e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	4	1.545455e+00	1.324557e+00	5.865388e-01	1.619048e-01	4.776046e-01	5.000000e+00	7.638889e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	5	1.106061e+00	1.655696e+00	-1.223727e+00	3.871074e-01	-3.853527e-01	4.000000e+00	4.166667e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	7	2.893939e+00	2.317975e+00	9.723659e-01	5.831169e-01	-7.598370e-01	4.000000e+00	5.972222e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	8	2.303030e+00	2.649114e+00	-5.216915e-01	2.718811e-01	-4.464654e-01	6.000000e+00	7.361111e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	14	4.318182e+00	4.635950e+00	-2.924393e-01	1.965125e-01	3.949587e-01	8.000000e+00	8.472222e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	12	4.212121e+00	3.973671e+00	2.520857e-01	2.314568e-01	-1.497295e+00	8.000000e+00	8.194444e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	13	4.863636e+00	4.304811e+00	5.498683e-01	2.693378e-01	5.496201e-01	6.000000e+00	8.055556e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	8	1.984848e+00	2.649114e+00	-1.001323e+00	5.302637e-02	2.710683e-01	8.000000e+00	8.611111e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	4	1.045455e+00	1.324557e+00	-7.410882e-01	1.013774e-01	7.164069e-01	5.000000e+00	6.666667e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	4	1.500000e+00	1.324557e+00	4.658455e-01	1.808333e-01	8.756085e-01	5.000000e+00	6.666667e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	1	4.090909e-01	3.311393e-01	5.405547e-01	nan	-1.698522e+00	2.000000e+00	3.750000e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	3	5.000000e-01	9.934178e-01	-1.629287e+00	8.264463e-03	4.833974e-01	4.000000e+00	4.166667e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	20	6.666667e+00	6.622786e+00	2.910384e-02	1.664193e-01	4.171025e-01	1.200000e+01	9.166667e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	4	1.348485e+00	1.324557e+00	6.353423e-02	1.308146e-01	-2.653359e-02	5.000000e+00	7.500000e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	4	1.424242e+00	1.324557e+00	2.646899e-01	1.360575e-01	2.653359e-01	6.000000e+00	7.361111e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	6	1.621212e+00	1.986836e+00	-7.018143e-01	1.239669e-01	5.753895e-01	6.000000e+00	7.361111e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	5	1.712121e+00	1.655696e+00	1.256261e-01	1.080992e-01	-1.110722e+00	6.000000e+00	7.500000e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	6	2.151515e+00	1.986836e+00	3.161023e-01	1.553994e-01	6.745946e-01	6.000000e+00	8.055556e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	4	1.045455e+00	1.324557e+00	-7.410882e-01	2.747475e-01	-1.830818e+00	4.000000e+00	5.972222e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	6	1.803030e+00	1.986836e+00	-3.528144e-01	2.841751e-01	-3.769793e-01	5.000000e+00	7.500000e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	7	2.363636e+00	2.317975e+00	7.708742e-02	2.222837e-01	2.120475e-01	7.000000e+00	7.638889e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	5	1.106061e+00	1.655696e+00	-1.223727e+00	1.046612e-01	7.027019e-01	5.000000e+00	6.111111e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	7	2.363636e+00	2.317975e+00	7.708742e-02	3.109132e-01	-8.481902e-01	6.000000e+00	7.500000e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	5	9.696970e-01	1.655696e+00	-1.527332e+00	2.105785e-01	6.346985e-01	4.000000e+00	5.138889e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	7	2.363636e+00	2.317975e+00	7.708742e-02	1.568786e-01	-4.240951e-01	6.000000e+00	7.777778e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	6	2.075758e+00	1.986836e+00	1.706856e-01	1.415611e-01	-4.960254e-01	6.000000e+00	8.055556e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	8	2.393939e+00	2.649114e+00	-3.846539e-01	4.614719e-01	-5.421365e-01	5.000000e+00	7.222222e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	5	9.696970e-01	1.655696e+00	-1.527332e+00	3.097521e-01	-7.253697e-01	4.000000e+00	5.138889e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	9	3.530303e+00	2.980253e+00	7.491577e-01	2.045034e-01	3.343524e-01	7.000000e+00	8.333333e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	12	3.924242e+00	3.973671e+00	-5.225550e-02	2.056088e-01	5.643650e-01	9.000000e+00	8.611111e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	3	8.787879e-01	9.934178e-01	-3.785130e-01	3.838384e-02	7.089828e-01	4.000000e+00	6.527778e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	6	2.060606e+00	1.986836e+00	1.416023e-01	1.456015e-01	3.174563e-01	8.000000e+00	8.194444e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	10	3.651515e+00	3.311393e+00	4.225656e-01	1.845680e-01	2.539171e-01	7.000000e+00	8.194444e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	7	2.348485e+00	2.317975e+00	5.150804e-02	2.683162e-01	9.365433e-01	7.000000e+00	7.916667e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	4	1.318182e+00	1.324557e+00	-1.692801e-02	9.454545e-02	5.572054e-01	5.000000e+00	7.361111e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	8	2.712121e+00	2.649114e+00	9.497758e-02	4.020042e-01	-2.407724e+00	5.000000e+00	6.805556e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	6	1.651515e+00	1.986836e+00	-6.436477e-01	1.909348e-01	1.388871e-01	6.000000e+00	6.944444e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	8	2.333333e+00	2.649114e+00	-4.760123e-01	2.038567e-01	7.334789e-01	7.000000e+00	7.638889e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	5	1.727273e+00	1.655696e+00	1.593599e-01	1.408264e-01	4.080205e-01	6.000000e+00	7.500000e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	2	5.757576e-01	6.622786e-01	-3.817508e-01	2.727273e-01	-9.185426e-01	3.000000e+00	4.027778e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	8	2.075758e+00	2.649114e+00	-8.642854e-01	1.208130e-01	3.667394e-01	7.000000e+00	8.194444e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	6	1.757576e+00	1.986836e+00	-4.400643e-01	2.227732e-01	8.730048e-01	5.000000e+00	6.666667e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	7	2.075758e+00	2.317975e+00	-4.089209e-01	3.997774e-01	-2.297182e-01	4.000000e+00	6.527778e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	7	2.636364e+00	2.317975e+00	5.375164e-01	3.199978e-01	-1.060238e-01	6.000000e+00	7.777778e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	5	1.348485e+00	1.655696e+00	-6.839859e-01	1.759780e-01	7.933732e-01	5.000000e+00	6.111111e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	4	1.484848e+00	1.324557e+00	4.256143e-01	1.670130e-01	3.714703e-01	5.000000e+00	7.777778e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	4	1.500000e+00	1.324557e+00	4.658455e-01	1.122222e-01	2.388023e-01	6.000000e+00	7.916667e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	5	1.833333e+00	1.655696e+00	3.954968e-01	1.888135e-01	7.027019e-01	5.000000e+00	7.500000e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	4	1.151515e+00	1.324557e+00	-4.594704e-01	1.538278e-01	7.429405e-01	6.000000e+00	6.250000e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	6	1.833333e+00	1.986836e+00	-2.946477e-01	1.701928e-01	1.388871e-01	6.000000e+00	8.055556e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	8	3.030303e+00	2.649114e+00	5.746091e-01	1.897783e-01	-2.551231e-01	7.000000e+00	8.194444e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	16	5.772727e+00	5.298228e+00	3.866784e-01	2.404997e-01	8.949929e-01	7.000000e+00	8.333333e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	10	1.939394e+00	3.311393e+00	-1.704561e+00	2.743140e-01	-5.345623e-02	6.000000e+00	6.944444e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	9	2.272727e+00	2.980253e+00	-9.636381e-01	1.158553e-01	4.361119e-01	8.000000e+00	8.472222e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	3	1.242424e+00	9.934178e-01	8.222297e-01	1.492063e-01	-4.511709e-01	4.000000e+00	7.083333e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	5	1.712121e+00	1.655696e+00	1.256261e-01	1.057316e-01	7.933732e-01	6.000000e+00	8.194444e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	4	9.393939e-01	1.324557e+00	-1.022706e+00	2.016529e-02	-5.837390e-01	5.000000e+00	6.805556e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	7	2.454545e+00	2.317975e+00	2.305637e-01	2.028933e-01	-1.060238e-01	7.000000e+00	8.194444e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	3	1.257576e+00	9.934178e-01	8.722607e-01	2.000000e-01	5.478503e-01	4.000000e+00	6.527778e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	8	1.984848e+00	2.649114e+00	-1.001323e+00	2.715624e-01	-2.216382e+00	6.000000e+00	6.250000e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	15	4.878788e+00	4.967089e+00	-7.632682e-02	1.454690e-01	8.979304e-01	8.000000e+00	8.472222e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	8	1.742424e+00	2.649114e+00	-1.366756e+00	7.226682e-02	-1.132109e+00	9.000000e+00	8.333333e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	8	2.757576e+00	2.649114e+00	1.634964e-01	2.222538e-01	2.232327e-01	6.000000e+00	7.500000e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	8	2.318182e+00	2.649114e+00	-4.988519e-01	1.222530e-01	8.132048e-01	9.000000e+00	8.750000e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	7	1.772727e+00	2.317975e+00	-9.205086e-01	2.079909e-01	6.891545e-01	6.000000e+00	6.944444e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	5	1.212121e+00	1.655696e+00	-9.875904e-01	1.449036e-01	7.253697e-01	6.000000e+00	6.250000e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	5	1.696970e+00	1.655696e+00	9.189227e-02	1.989044e-01	9.067122e-02	5.000000e+00	6.805556e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	7	2.621212e+00	2.317975e+00	5.119370e-01	1.650280e-01	1.943769e-01	7.000000e+00	7.916667e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	7	2.727273e+00	2.317975e+00	6.909927e-01	3.072086e-01	-2.589621e-16	6.000000e+00	6.944444e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	15	5.151515e+00	4.967089e+00	1.594162e-01	1.803453e-01	-8.788255e-01	9.000000e+00	8.611111e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	6	1.878788e+00	1.986836e+00	-2.073977e-01	2.447530e-01	-1.349189e+00	5.000000e+00	6.111111e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	7	1.575758e+00	2.317975e+00	-1.253041e+00	3.898465e-01	-9.188727e-01	4.000000e+00	4.166667e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	2	6.515152e-01	6.622786e-01	-4.749065e-02	4.545455e-02	5.427751e-01	3.000000e+00	5.416667e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	6	1.378788e+00	1.986836e+00	-1.167148e+00	1.111846e-01	7.341177e-01	6.000000e+00	6.250000e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	7	2.181818e+00	2.317975e+00	-2.298652e-01	1.827065e-01	-2.120475e-01	8.000000e+00	8.194444e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	7	2.000000e+00	2.317975e+00	-5.368178e-01	1.301063e-01	6.361426e-01	6.000000e+00	7.777778e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	4	1.530303e+00	1.324557e+00	5.463077e-01	5.333333e-01	-9.817428e-01	3.000000e+00	5.694444e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	5	2.424242e+00	1.655696e+00	1.711116e+00	3.123265e-01	3.626849e-01	5.000000e+00	7.500000e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	2	1.060606e+00	6.622786e-01	1.757514e+00	1.000000e+00	4.175193e-01	2.000000e+00	4.861111e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	8	2.348485e+00	2.649114e+00	-4.531727e-01	1.240732e-01	6.537529e-01	9.000000e+00	8.611111e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	2	6.969697e-01	6.622786e-01	1.530654e-01	6.493506e-02	4.175193e-01	3.000000e+00	5.694444e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	13	4.469697e+00	4.304811e+00	1.622434e-01	2.134643e-01	-1.282447e+00	9.000000e+00	8.611111e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	5	9.696970e-01	1.655696e+00	-1.527332e+00	5.586777e-02	6.346985e-01	6.000000e+00	6.250000e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	9	2.954545e+00	2.980253e+00	-3.501389e-02	2.193034e-01	-2.180559e-01	8.000000e+00	8.194444e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	7	1.545455e+00	2.317975e+00	-1.304199e+00	9.820281e-02	-1.166261e+00	7.000000e+00	7.638889e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	15	5.681818e+00	4.967089e+00	6.178053e-01	2.528227e-01	-1.432868e-01	7.000000e+00	8.333333e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	6	1.136364e+00	1.986836e+00	-1.632481e+00	4.066116e-02	6.547536e-01	7.000000e+00	7.083333e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	8	2.454545e+00	2.649114e+00	-2.932955e-01	1.998229e-01	4.783558e-01	6.000000e+00	7.361111e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	15	4.318182e+00	4.967089e+00	-5.609096e-01	1.912979e-01	-3.152309e-01	1.000000e+01	8.888889e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	5	2.151515e+00	1.655696e+00	1.103907e+00	3.090909e-01	4.986917e-01	5.000000e+00	7.638889e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	7	3.000000e+00	2.317975e+00	1.151422e+00	1.454308e-01	5.301189e-01	9.000000e+00	8.750000e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	5	1.212121e+00	1.655696e+00	-9.875904e-01	4.793388e-02	7.253697e-01	6.000000e+00	7.500000e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	5	1.469697e+00	1.655696e+00	-4.141152e-01	6.737190e-02	7.027019e-01	6.000000e+00	8.055556e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	9	3.409091e+00	2.980253e+00	5.840689e-01	2.786706e-01	3.925007e-01	6.000000e+00	7.361111e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	4	6.666667e-01	1.324557e+00	-1.746866e+00	1.735537e-01	5.306718e-01	4.000000e+00	4.166667e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	4	1.681818e+00	1.324557e+00	9.486190e-01	3.000000e-01	-1.353213e+00	4.000000e+00	6.527778e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	2	6.969697e-01	6.622786e-01	1.530654e-01	6.493506e-02	4.175193e-01	3.000000e+00	5.694444e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	8	2.090909e+00	2.649114e+00	-8.414458e-01	1.696416e-01	9.567116e-02	8.000000e+00	8.194444e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	6	1.272727e+00	1.986836e+00	-1.370731e+00	1.566942e-02	7.142766e-01	7.000000e+00	8.055556e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	6	1.863636e+00	1.986836e+00	-2.364810e-01	2.284298e-01	1.785692e-01	5.000000e+00	7.222222e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	6	2.090909e+00	1.986836e+00	1.997689e-01	3.011570e-01	8.333227e-01	5.000000e+00	6.805556e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	5	1.348485e+00	1.655696e+00	-6.839859e-01	8.482645e-02	7.933732e-01	6.000000e+00	7.500000e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	12	4.727273e+00	3.973671e+00	7.966963e-01	2.265972e-01	1.382118e-01	8.000000e+00	8.472222e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	5	1.212121e+00	1.655696e+00	-9.875904e-01	4.793388e-02	7.253697e-01	6.000000e+00	7.500000e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	6	1.621212e+00	1.986836e+00	-7.018143e-01	1.129912e-01	-3.769793e-01	7.000000e+00	8.055556e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	11	4.106061e+00	3.642532e+00	5.294742e-01	2.687024e-01	3.092652e-01	6.000000e+00	7.500000e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	6	1.863636e+00	1.986836e+00	-2.364810e-01	3.350964e-01	1.785692e-01	5.000000e+00	6.111111e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	7	1.909091e+00	2.317975e+00	-6.902941e-01	1.135488e-01	5.301189e-01	7.000000e+00	8.333333e-01	
7.000000e+00	2.000000e+01	1.000000e-02	3.000000e-01	5	1.393939e+00	1.655696e+00	-5.827844e-01	9.187328e-02	7.253697e-01	6.000000e+00	7.361111e-01	
